36347575,81041065
97636305,110113022
61335917,91532293
118144462,92700697
89401064,68162984
58207658,94743949
98313243,112476056
164513088,96616156
86793427,114777664
97289406,73965023
50993584,87219370
41776308,97289406
171843213,112665330
93933537,113641287
142946024,106036589
102622781,77733678
100719094,77619727
168177307,73483765
92838400,95906861
101178082,86587478
80101848,77287206
77476895,80383653
88549892,70332369
117379060,109448208
82839960,110431378
57827162,86413780
41277299,86793427
89468296,115631159
125521303,74752799
177229009,93355253
79833725,83659283
181881486,89881380
66080926,73396278
101929984,90751003
67434445,70684542
97681807,108385852
82040166,91573935
142933962,96762645
139008055,95060602
186717796,83245029
100206315,73438084
41301550,88796808
149754698,112490317
176610548,94061293
53709576,101007201
45626051,88679067
35620413,84699297
63730719,76045145
167099403,75322851
42105211,87952053
84198235,108914856
190596494,79399634
98752406,81732648
183641350,112565703
172841060,71807018
40951107,91756558
122992466,77391548
43496218,104918722
182009136,92941952
116017803,97596867
163830282,74943483
141149936,95015712
189415397,81528940
145278354,102278141
176293350,70083447
49877541,115107665
137047997,84070180
119909403,92299710
188278786,108938195
51685280,104589551
42469659,103820751
116852588,103939490
75667395,81790413
139080316,96835752
54211912,105285899
160865709,81758513
169444106,97900393
119419605,87893848
40293094,97695007
44195082,100552668
115187467,105436284
49180241,84934485
93978644,70297515
49223872,114733431
135338158,92442534
179842588,115454754
179849971,69909936
52770518,85912007
100552668,86362367
161126321,106198265
175295480,92519133
191631465,86001386
129619092,75406769
76448542,101929984
85091322,114954542
133470282,85827932
191325422,79842924
56664331,93198414
178724814,70320390
134826380,80101848
95990486,99102919
47655350,87813976
187423006,80887635
59600952,95006381
185096840,76733439
76576554,105030238
38739010,80509548
96731496,74078364
120723138,91359342
175199851,116852588
77619727,88549892
53655811,104272093
190493568,104376296
159822180,111117665
142876689,100579377
100579377,82970293
184401157,76576554
182136003,112588261
97728706,75021470
56612778,102185740
138640401,92089471
45070899,102254032
188813357,84264520
164234102,113287591
61040202,94310694
131242195,80351887
120686424,83437691
97267183,94177377
165858491,99216863
75176974,98498383
75761520,92752447
100000988,107530301
57629393,96779033
160619425,107028098
161976314,101809715
116269671,100011124
83659283,111074741
157318608,85769543
189856766,104242990
169985972,115246807
54980901,106189554
118822424,89961107
43293609,104677292
76733439,78906258
133703473,77114347
143459387,111775577
41110911,98409184
167403765,69714615
186954458,79553248
51118598,112089323
183222584,108896996
77426233,96888657
79994701,93873318
115481185,100304296
40750213,95837198
44988335,107574312
86592277,74257767
53621317,113779998
161802204,100618825
158158553,81710240
77391548,106775208
57015542,98123755
113690180,111816269
74257767,98186224
185433472,103087369
191562667,86662590
187175120,92948466
96762645,98635931
89081269,68539413
86662590,113690180
121647261,94772378
178096285,69212101
60357498,89849121
183441547,113720480
177400629,116035578
138180024,93413079
171908181,114942361
42192394,89468296
188752759,103745050
119076965,94499315
79784823,107031430
45053936,100760469
158191139,108612153
148508162,110640999
54864353,96521913
59020716,94194286
162993280,70943415
181564079,92372715
42951435,108509484
101491105,107805287
80887635,79994701
54416640,110248803
88412272,70608613
97663869,109631969
104021435,87597056
75406769,86407859
159190954,79910591
171838436,93831943
120372091,95990486
125468011,71198377
178148252,116610593
186008073,87929215
104376296,83915616
45354019,100314458
77049384,76819909
53613617,105565018
80645921,90358481
80900407,82040166
144783479,105949771
38630205,85989168
37321444,72552903
190633304,84634649
172175031,96138471
85769543,68959633
87118154,112055668
160005644,108123050
173361895,71150165
95530668,98586227
45448538,86562755
81317517,93750528
34674686,82336665
98087220,74562518
166222274,97548178
79576032,111115018
102219740,81317517
103642591,107393994
184179735,71621604
46170167,85091322
147069737,110333772
116156023,102598966
134537936,86510830
159867570,106914016
146128579,114672545
39565462,83093453
139085118,92662568
81294143,84536193
81838972,89017815
131087468,71360813
159887106,80900407
174564477,115713550
43114718,86838673
66627589,72079007
102163226,108564299
122227945,87266269
74562518,85733791
50649132,88990882
135911519,84544525
80486680,90060369
60654433,87847639
99905189,85050668
120113728,99749131
65480732,78346713
161036239,114197328
170918385,96323786
113562551,114145600
125648404,74625683
165232652,115175043
78758641,85784875
178003628,116182407
158351227,77049384
80383653,111316260
118061869,98352519
160235421,101491105
126176034,79120942
42743656,97663869
34261475,69035912
40018945,94866342
187847578,79312758
37737244,89541788
166541565,75304514
40464132,95530668
143719565,102233517
112941523,106350222
47358982,116269671
45890303,104075398
63437690,78875254
163063013,107035841
76604776,81640544
135679097,91126607
182075762,111448159
170383681,115687891
103328506,88893586
98455943,80756900
169341299,94673693
186652569,72380862
125395820,72594655
94949867,68983412
129586893,75169422
37492934,73281983
36961179,84369783
163692285,77212186
180894825,91296559
60498129,89165255
165976379,116085140
40827058,97636305
59705365,89581799
99749131,110898961
93238073,96599840
86562755,115985207
167325967,111207982
119016122,90473005
62136531,85361094
38555111,77476895
38006958,85729868
118640822,93611134
38186165,80066011
172564939,114295487
190331743,106173725
125182977,69676237
143113436,110985761
81790413,94970573
65220435,84815407
184899741,87477652
160493880,103707618
100760469,89094910
158941347,108872463
46949862,89081269
81732648,91705351
51637383,112756556
94194286,68667301
55424339,93933537
133126126,84286720
125508413,75292567
136377484,82616636
47766127,86616417
130640684,71900711
38966059,80314302
137560208,88515262
50731950,107662091
188639874,86845581
167902698,98578221
150654536,113914624
54700267,88412272
55618381,95146064
45570792,85161831
116742645,102204458
32788567,70220797
80840298,76415662
174106568,116052337
166668885,98752406
81041065,104021435
170118313,73597207
184732779,75435027
135248718,83948845
94499315,99905189
56573088,97257404
35064908,71306073
61125629,93064229
99976604,111672309
174059897,93978644
92662568,98156409
141080133,106992124
161506093,112510028
116035578,98211731
139259165,100456090
176383342,92761066
160976441,110104361
171335632,112941523
140746611,92562591
179331703,69801363
149837363,114427717
136055627,82229065
86749721,94949867
48914735,111505533
32943118,69761675
43321195,87870097
82738051,78582324
46256605,104971677
177770874,115732605
36631071,85815059
127653165,70271097
64536937,70565637
124298710,72557065
85733791,95688101
173280635,116922704
68606941,72428586
79312758,98299322
35546431,69886717
60563126,84111378
117740324,106818094
84653271,111556076
136636123,88925130
63751024,72956630
112089323,115197903
161917534,107160049
52473321,88271425
80066011,89699599
83245029,110351173
184480303,111033160
